,time,rate
org.apache.hadoop.benchamrks.llm.AlterTableHookBenchmarkLLM.alterTableCommit,0.02534460950000068,0.5743660041124058
org.apache.hadoop.benchamrks.llm.AlterTableHookBenchmarkLLM.alterTableRollback,0.028629044633333316,0.5723098012337218
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=10,0.0016404437333332974,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=100,0.001633280266666648,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=1000,0.0016614208666666506,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=10,0.0016756058999999295,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=100,0.0016451013333332756,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=1000,0.001670499233333284,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=10,0.0016714184333332825,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=100,0.001638400199999952,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=1000,0.0016707683666666237,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=10,0.0016821919999999348,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=100,0.001640890433333272,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=1000,0.001674003999999967,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=10,0.0016512053999999464,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=100,0.0016346520666666354,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=1000,0.001653677199999966,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=10,0.0016766840999999555,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=100,0.001630869799999959,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=1000,0.0016522502666666285,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=10,0.0016537497333332948,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=100,0.0016402630333332898,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=1000,0.001669686233333298,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=10,0.001677084033333274,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=100,0.001638982733333303,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=1000,0.00166262906666662,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=10,0.0017281594999999591,0.013708019191226868
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=100,0.0016725247999999152,0.013708019191226868
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=1000,0.0016641703666666347,0.013708019191226868
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=10,0.0017929327999999713,0.015764222069910898
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=100,0.0017105982666666226,0.015764222069910898
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=1000,0.0017652504666666327,0.015764222069910898
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=10,0.0016548403333332972,0.015078821110349555
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=100,0.0016539277333333104,0.015078821110349555
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=1000,0.0016682086333333023,0.015078821110349555
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=10,0.0016421739666666497,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=100,0.0016409005666666232,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=1000,0.001662729433333298,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=10,0.0016595110999999454,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=100,0.0016520448666666205,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=1000,0.0016634142666666115,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=10,0.001657831099999939,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=100,0.0016457270666665976,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=1000,0.0016804318333332837,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=10,0.0016559267333332694,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=100,0.0016296407333332712,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=1000,0.0016616520999999634,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=10,0.0016968776999999266,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=100,0.0016654675666666109,0.01439342015078821
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=1000,0.0016895040333333032,0.01439342015078821
