,time,rate
org.apache.hadoop.benchamrks.llm.AlterTableHookBenchmarkLLM.alterTableCommit,0.0251034634000006,0.5745554035567716
org.apache.hadoop.benchamrks.llm.AlterTableHookBenchmarkLLM.alterTableRollback,0.028623360066666978,0.5725034199726402
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=10,0.0016568071666666045,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=100,0.001634150999999964,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetCorrectPartitions#collectionSize=1000,0.0016619854999999817,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=10,0.0016705272333332737,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=100,0.0016431231333332904,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetExpiredPartitions#collectionSize=1000,0.0016557623666666494,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=10,0.0016911297666666234,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=100,0.001615134966666665,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxTxnId#collectionSize=1000,0.0016538969000000033,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=10,0.0016510839999999613,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=100,0.001638423699999941,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetMaxWriteId#collectionSize=1000,0.0016598229999999882,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=10,0.0016480917666666203,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=100,0.0016342694333333217,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotInMs#collectionSize=1000,0.001655673033333285,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=10,0.0016642051333332895,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=100,0.001664747999999936,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetPartitionsNotOnFs#collectionSize=1000,0.0016771438666666485,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=10,0.0016872629333332786,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=100,0.0016177975333332905,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotInMs#collectionSize=1000,0.0016492136333333086,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=10,0.001653010933333286,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=100,0.0016461626999999558,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkGetTablesNotOnFs#collectionSize=1000,0.0016630063333332977,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=10,0.0017536152666666378,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=100,0.0016779042999999533,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultCompareTo#collectionSize=1000,0.0016595565333333143,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=10,0.0017949148666666192,0.01573187414500684
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=100,0.0017164949333332961,0.01573187414500684
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultEquals#collectionSize=1000,0.0017422523999999482,0.01573187414500684
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=10,0.001666088333333301,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=100,0.0016556911999999898,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetLocation#collectionSize=1000,0.0016584167999999628,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=10,0.0016464771666666494,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=100,0.001643559466666635,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxTxnId#collectionSize=1000,0.001652103366666653,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=10,0.001651655699999941,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=100,0.0016154240666666423,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetMaxWriteId#collectionSize=1000,0.0016549388999999627,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=10,0.0016465905666666343,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=100,0.0016420423999999637,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetPartitionName#collectionSize=1000,0.0016585916666666464,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=10,0.0016481806999999456,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=100,0.0016304079666666456,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultGetTableName#collectionSize=1000,0.001670741599999959,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=10,0.001679683866666592,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=100,0.0017253918666666167,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultHashCode#collectionSize=1000,0.0016817151666666233,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxTxnId#collectionSize=10,0.0015409577000000043,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxTxnId#collectionSize=100,0.001536541033333356,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxTxnId#collectionSize=1000,0.0015565591333333501,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxWriteId#collectionSize=10,0.001561955833333324,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxWriteId#collectionSize=100,0.0015386875333333369,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetMaxWriteId#collectionSize=1000,0.0015610161000000117,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPartitionName#collectionSize=10,0.0015380078666666602,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPartitionName#collectionSize=100,0.0015345954999999992,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPartitionName#collectionSize=1000,0.0015511387000000073,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPath#collectionSize=10,0.0015364038333333103,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPath#collectionSize=100,0.0015329770000000091,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetPath#collectionSize=1000,0.0015561224666666607,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetTableName#collectionSize=10,0.0015560952333333248,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetTableName#collectionSize=100,0.0015277494666666573,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultSetTableName#collectionSize=1000,0.0015463693666666737,0.013679890560875513
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultToString#collectionSize=10,0.002147235166666513,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultToString#collectionSize=100,0.0020846098666665288,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkPartitionResultToString#collectionSize=1000,0.0021654502333332444,0.014363885088919288
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetCorrectPartitions#collectionSize=10,0.001563179199999965,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetCorrectPartitions#collectionSize=100,0.001612636666666577,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetCorrectPartitions#collectionSize=1000,0.0015333634333333547,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetExpiredPartitions#collectionSize=10,0.0015771485333333148,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetExpiredPartitions#collectionSize=100,0.0015451580333333335,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetExpiredPartitions#collectionSize=1000,0.0015547174999999906,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetMaxTxnId#collectionSize=10,0.0015493703999999886,0.015047879616963064
org.apache.hadoop.benchamrks.llm.CheckResultBenchmarkLLM.benchmarkSetMaxTxnId#collectionSize=100,0.001538972866666657,0.015047879616963064
